iter	Passed	Remaining
1767	1854	4438
1768	1855	4436
1769	1856	4436
1770	1857	4435
1771	1858	4433
1772	1858	4431
1773	1859	4430
1774	1860	4429
1775	1861	4427
1776	1862	4426
1777	1863	4424
1778	1864	4423
1779	1864	4421
1780	1869	4429
1781	1870	4427
1782	1871	4425
1783	1872	4424
1784	1872	4422
1785	1873	4421
1786	1874	4419
1787	1875	4418
1788	1876	4417
1789	1877	4415
1790	1878	4414
1791	1879	4412
1792	1880	4412
1793	1881	4410
1794	1882	4409
1795	1883	4408
1796	1884	4407
1797	1887	4411
1798	1888	4409
1799	1889	4408
1800	1890	4406
1801	1891	4406
1802	1892	4405
1803	1893	4404
1804	1894	4403
1805	1895	4401
1806	1896	4400
1807	1897	4399
1808	1898	4398
1809	1899	4397
1810	1900	4395
1811	1901	4394
1812	1902	4392
1813	1903	4392
1814	1904	4390
1815	1905	4389
1816	1906	4388
1817	1907	4387
1818	1908	4386
1819	1909	4385
1820	1910	4384
1821	1911	4383
1822	1912	4382
1823	1913	4380
1824	1914	4379
1825	1915	4377
1826	1916	4376
1827	1916	4374
1828	1917	4373
1829	1918	4372
1830	1919	4370
1831	1920	4369
1832	1921	4367
1833	1922	4366
1834	1923	4365
1835	1924	4363
1836	1924	4362
1837	1926	4361
1838	1927	4360
1839	1927	4358
1840	1928	4357
1841	1929	4355
1842	1930	4354
1843	1932	4355
1844	1933	4354
1845	1934	4352
1846	1935	4351
1847	1935	4349
1848	1936	4348
1849	1937	4346
1850	1938	4345
1851	1939	4343
1852	1940	4342
1853	1941	4340
1854	1942	4339
1855	1943	4338
1856	1944	4338
1857	1946	4339
1858	1947	4339
1859	1948	4337
1860	1949	4335
1861	1950	4334
1862	1951	4333
1863	1952	4331
1864	1953	4330
1865	1954	4329
1866	1955	4327
1867	1956	4326
1868	1957	4326
1869	1958	4325
1870	1959	4324
1871	1960	4322
1872	1961	4321
1873	1962	4320
1874	1963	4318
1875	1963	4316
1876	1965	4316
1877	1965	4314
1878	1966	4313
1879	1967	4312
1880	1968	4310
1881	1969	4309
1882	1970	4308
1883	1971	4306
1884	1972	4306
1885	1974	4306
1886	1975	4305
1887	1976	4303
1888	1976	4302
1889	1977	4300
1890	1979	4300
1891	1980	4299
1892	1981	4298
1893	1985	4305
1894	1986	4304
1895	1987	4302
1896	1988	4301
1897	1989	4299
1898	1991	4299
1899	1991	4298
1900	1992	4296
1901	1993	4295
1902	1994	4294
1903	1995	4292
1904	1997	4293
1905	1997	4291
1906	1998	4290
1907	1999	4288
1908	2000	4287
1909	2001	4286
1910	2002	4284
1911	2003	4283
1912	2004	4281
1913	2005	4280
1914	2006	4279
1915	2007	4278
1916	2008	4277
1917	2009	4276
1918	2010	4274
1919	2010	4273
1920	2011	4272
1921	2012	4270
1922	2013	4269
1923	2014	4267
1924	2015	4266
1925	2016	4264
1926	2017	4264
1927	2018	4263
1928	2019	4262
1929	2020	4260
1930	2021	4259
1931	2022	4257
1932	2023	4256
1933	2024	4256
1934	2026	4256
1935	2027	4255
1936	2027	4253
1937	2028	4252
1938	2029	4251
1939	2030	4250
1940	2031	4248
1941	2032	4247
1942	2036	4251
1943	2036	4249
1944	2037	4248
1945	2038	4246
1946	2039	4245
1947	2040	4244
1948	2041	4243
1949	2042	4242
1950	2043	4240
1951	2044	4239
1952	2045	4237
1953	2045	4236
1954	2046	4234
1955	2047	4233
1956	2048	4232
1957	2049	4230
1958	2050	4229
1959	2051	4228
1960	2052	4227
1961	2053	4226
1962	2054	4225
1963	2055	4223
1964	2056	4222
1965	2056	4220
1966	2057	4219
1967	2058	4217
1968	2063	4223
1969	2064	4222
1970	2065	4221
1971	2066	4220
1972	2067	4219
1973	2068	4217
1974	2068	4216
1975	2069	4215
1976	2070	4213
1977	2071	4212
1978	2072	4210
1979	2073	4209
1980	2074	4208
1981	2075	4207
1982	2076	4206
1983	2077	4205
1984	2078	4204
1985	2079	4203
1986	2081	4203
1987	2082	4202
1988	2083	4201
1989	2084	4199
1990	2085	4199
1991	2086	4199
1992	2088	4198
1993	2089	4197
1994	2089	4195
1995	2090	4194
1996	2091	4192
1997	2092	4191
1998	2093	4189
1999	2094	4188
2000	2095	4187
2001	2096	4185
2002	2096	4184
2003	2097	4182
2004	2098	4181
2005	2100	4183
2006	2101	4181
2007	2103	4180
2008	2103	4179
2009	2104	4178
2010	2105	4176
2011	2106	4175
2012	2107	4174
2013	2108	4172
2014	2109	4171
2015	2110	4169
2016	2111	4168
2017	2111	4167
2018	2112	4165
2019	2114	4165
2020	2115	4164
2021	2115	4162
2022	2116	4161
2023	2117	4160
2024	2118	4158
2025	2119	4157
2026	2120	4156
2027	2121	4155
2028	2122	4154
2029	2124	4154
2030	2125	4154
2031	2127	4154
2032	2128	4152
2033	2129	4151
2034	2130	4151
2035	2131	4150
2036	2132	4148
2037	2133	4147
2038	2134	4146
2039	2135	4144
2040	2136	4143
2041	2137	4142
2042	2142	4150
2043	2143	4149
2044	2144	4147
2045	2145	4146
2046	2146	4144
2047	2147	4143
2048	2148	4142
2049	2149	4140
2050	2150	4139
2051	2151	4138
2052	2152	4137
2053	2152	4136
2054	2153	4135
2055	2155	4134
2056	2156	4132
2057	2156	4131
2058	2157	4130
2059	2159	4129
2060	2159	4127
2061	2160	4126
2062	2162	4126
2063	2163	4126
2064	2165	4125
2065	2165	4124
2066	2166	4123
2067	2168	4122
2068	2168	4120
2069	2169	4119
2070	2170	4118
2071	2171	4116
2072	2172	4116
2073	2174	4115
2074	2175	4114
2075	2176	4113
2076	2177	4112
2077	2178	4111
2078	2180	4111
2079	2181	4111
2080	2183	4111
2081	2183	4109
2082	2184	4108
2083	2185	4107
2084	2186	4105
2085	2187	4104
2086	2188	4103
2087	2189	4101
2088	2190	4100
2089	2190	4098
2090	2191	4097
2091	2192	4096
2092	2193	4095
2093	2194	4093
2094	2195	4092
2095	2196	4091
2096	2197	4090
2097	2198	4089
2098	2199	4088
2099	2200	4086
2100	2201	4085
2101	2202	4084
2102	2203	4083
2103	2205	4083
2104	2206	4082
2105	2207	4081
2106	2208	4080
2107	2209	4078
2108	2210	4077
2109	2211	4076
2110	2212	4075
2111	2212	4073
2112	2213	4072
2113	2214	4071
2114	2215	4069
2115	2216	4068
2116	2217	4067
2117	2218	4067
2118	2219	4065
2119	2220	4064
2120	2221	4062
2121	2222	4061
2122	2223	4061
2123	2224	4059
2124	2225	4058
2125	2226	4057
2126	2227	4055
2127	2228	4054
2128	2229	4053
2129	2231	4053
2130	2231	4052
2131	2232	4051
2132	2233	4049
2133	2235	4049
2134	2235	4047
2135	2236	4046
2136	2237	4045
2137	2238	4043
2138	2239	4042
2139	2240	4041
2140	2241	4040
2141	2242	4039
2142	2243	4037
2143	2244	4036
2144	2245	4035
2145	2246	4033
2146	2246	4032
2147	2247	4030
2148	2248	4029
2149	2249	4028
2150	2250	4026
2151	2251	4025
2152	2252	4024
2153	2253	4022
2154	2253	4021
2155	2254	4020
2156	2256	4019
2157	2257	4019
2158	2258	4018
2159	2259	4017
2160	2260	4016
2161	2261	4015
2162	2262	4013
2163	2263	4012
2164	2264	4011
2165	2265	4009
2166	2266	4008
2167	2267	4007
2168	2267	4005
2169	2269	4005
2170	2270	4003
2171	2271	4002
2172	2272	4001
2173	2273	4000
2174	2274	3999
2175	2275	3998
2176	2276	3997
2177	2277	3995
2178	2277	3994
2179	2278	3992
2180	2279	3991
2181	2280	3990
2182	2281	3989
2183	2282	3987
2184	2283	3986
2185	2284	3985
2186	2285	3984
2187	2286	3984
2188	2287	3982
2189	2288	3981
2190	2289	3980
2191	2290	3978
2192	2291	3977
2193	2291	3975
2194	2292	3974
2195	2293	3973
2196	2295	3973
2197	2296	3973
2198	2297	3971
2199	2298	3970
2200	2299	3969
2201	2300	3968
2202	2301	3966
2203	2302	3965
2204	2303	3964
2205	2304	3962
2206	2305	3961
2207	2305	3960
2208	2306	3958
2209	2307	3957
2210	2308	3956
2211	2309	3955
2212	2310	3953
2213	2311	3952
2214	2312	3951
2215	2316	3956
2216	2317	3955
2217	2318	3953
2218	2320	3953
2219	2320	3951
2220	2321	3950
2221	2323	3949
2222	2324	3948
2223	2324	3947
2224	2325	3945
2225	2326	3944
2226	2327	3943
2227	2328	3942
2228	2329	3940
2229	2330	3939
2230	2330	3937
2231	2331	3936
2232	2332	3934
2233	2333	3934
2234	2335	3934
2235	2336	3933
2236	2337	3932
2237	2338	3930
2238	2339	3929
2239	2340	3928
2240	2341	3927
2241	2342	3926
2242	2343	3924
2243	2344	3923
2244	2344	3922
2245	2345	3920
2246	2346	3919
2247	2347	3918
2248	2348	3917
2249	2349	3916
2250	2350	3914
2251	2351	3913
2252	2352	3912
2253	2353	3911
2254	2354	3909
2255	2354	3908
2256	2355	3907
2257	2357	3906
2258	2358	3905
2259	2359	3904
2260	2360	3904
2261	2361	3902
2262	2362	3901
2263	2363	3900
2264	2364	3898
2265	2365	3897
2266	2366	3896
2267	2366	3894
2268	2367	3893
2269	2369	3892
2270	2369	3891
2271	2370	3889
2272	2371	3889
2273	2372	3888
2274	2374	3887
2275	2375	3887
2276	2377	3886
2277	2378	3885
2278	2379	3884
2279	2380	3883
2280	2380	3881
2281	2381	3880
2282	2382	3879
2283	2383	3877
2284	2384	3876
2285	2385	3875
2286	2386	3874
2287	2388	3874
2288	2388	3873
2289	2389	3871
2290	2390	3870
2291	2391	3869
2292	2392	3867
2293	2393	3866
2294	2394	3865
2295	2395	3864
2296	2396	3863
2297	2397	3862
2298	2398	3861
2299	2400	3861
2300	2401	3860
2301	2401	3858
2302	2402	3857
2303	2403	3856
2304	2404	3854
2305	2405	3853
2306	2406	3852
2307	2407	3851
2308	2408	3850
2309	2409	3848
2310	2410	3847
2311	2410	3845
2312	2412	3845
2313	2413	3845
2314	2415	3844
2315	2416	3844
2316	2417	3843
2317	2418	3842
2318	2419	3840
2319	2420	3839
2320	2421	3838
2321	2422	3837
2322	2424	3838
2323	2425	3837
2324	2426	3835
2325	2427	3834
2326	2428	3833
2327	2429	3831
2328	2430	3830
2329	2431	3829
2330	2432	3828
2331	2433	3827
2332	2434	3826
2333	2435	3825
2334	2436	3823
2335	2437	3822
2336	2438	3822
2337	2439	3821
2338	2440	3820
2339	2441	3818
2340	2442	3817
2341	2443	3816
2342	2444	3815
2343	2445	3814
2344	2446	3812
2345	2447	3811
2346	2447	3810
2347	2448	3808
2348	2449	3807
2349	2451	3807
2350	2452	3806
2351	2454	3806
2352	2454	3804
2353	2455	3803
2354	2456	3802
2355	2457	3801
2356	2458	3800
2357	2459	3798
2358	2460	3797
2359	2461	3796
2360	2462	3795
2361	2463	3793
2362	2463	3792
2363	2464	3791
2364	2466	3790
2365	2467	3789
2366	2468	3788
2367	2469	3787
2368	2469	3785
2369	2470	3784
2370	2471	3783
2371	2472	3782
2372	2473	3781
2373	2474	3779
2374	2475	3778
2375	2476	3777
2376	2478	3777
2377	2478	3775
2378	2480	3774
2379	2481	3774
2380	2482	3772
2381	2483	3771
2382	2483	3770
2383	2484	3768
2384	2485	3767
2385	2486	3766
2386	2487	3765
2387	2488	3763
2388	2489	3762
2389	2490	3761
2390	2491	3760
2391	2492	3759
2392	2493	3758
2393	2494	3756
2394	2495	3755
2395	2495	3754
2396	2496	3753
2397	2497	3752
2398	2498	3750
2399	2499	3749
2400	2500	3748
2401	2501	3746
2402	2502	3745
2403	2503	3744
2404	2504	3743
2405	2505	3742
2406	2506	3740
2407	2507	3739
2408	2507	3738
2409	2508	3736
2410	2509	3735
2411	2510	3734
2412	2511	3733
2413	2512	3731
2414	2513	3730
2415	2514	3729
2416	2514	3728
2417	2515	3726
2418	2516	3725
2419	2517	3724
2420	2518	3723
2421	2519	3722
2422	2520	3720
2423	2521	3719
2424	2522	3718
2425	2523	3718
2426	2524	3717
2427	2525	3715
2428	2526	3714
2429	2527	3712
2430	2528	3712
2431	2530	3711
2432	2531	3711
2433	2542	3724
2434	2543	3723
2435	2544	3722
2436	2545	3721
2437	2546	3719
2438	2547	3718
2439	2547	3717
2440	2548	3716
2441	2549	3714
2442	2550	3713
2443	2551	3712
2444	2552	3711
2445	2554	3711
2446	2555	3710
2447	2557	3710
2448	2557	3708
2449	2558	3707
2450	2559	3706
2451	2560	3705
2452	2561	3704
2453	2562	3703
2454	2564	3702
2455	2565	3701
2456	2566	3700
2457	2567	3699
2458	2569	3699
2459	2570	3698
2460	2571	3697
2461	2572	3696
2462	2573	3695
2463	2574	3694
2464	2575	3693
2465	2576	3692
2466	2578	3692
2467	2579	3690
2468	2579	3689
2469	2581	3689
2470	2582	3688
2471	2583	3686
2472	2584	3685
2473	2585	3684
2474	2585	3683
2475	2586	3681
2476	2587	3680
2477	2588	3679
2478	2589	3678
2479	2590	3677
2480	2591	3676
2481	2592	3675
2482	2594	3674
2483	2595	3673
2484	2595	3671
2485	2596	3670
2486	2597	3669
2487	2598	3667
2488	2599	3666
2489	2599	3665
2490	2600	3663
2491	2601	3662
2492	2602	3661
2493	2603	3660
2494	2604	3659
2495	2611	3665
2496	2611	3664
2497	2612	3662
2498	2613	3661
2499	2614	3660
2500	2615	3659
2501	2616	3657
2502	2617	3656
2503	2618	3655
2504	2618	3653
2505	2620	3654
2506	2621	3652
2507	2622	3651
2508	2623	3650
2509	2624	3648
2510	2625	3647
2511	2626	3646
2512	2627	3645
2513	2628	3644
2514	2629	3644
2515	2630	3642
2516	2632	3642
2517	2633	3641
2518	2634	3641
2519	2635	3639
2520	2636	3638
2521	2637	3637
2522	2638	3635
2523	2639	3635
2524	2640	3634
2525	2641	3633
2526	2642	3632
2527	2643	3631
2528	2647	3634
2529	2648	3633
2530	2649	3632
2531	2650	3630
2532	2651	3629
2533	2652	3628
2534	2653	3627
2535	2654	3626
2536	2655	3625
2537	2657	3624
2538	2658	3623
2539	2659	3622
2540	2660	3622
2541	2661	3621
2542	2663	3620
2543	2663	3618
2544	2664	3617
2545	2665	3616
2546	2666	3614
2547	2667	3613
2548	2668	3612
2549	2669	3611
2550	2669	3609
2551	2671	3609
2552	2672	3608
2553	2673	3607
2554	2674	3606
2555	2675	3605
2556	2676	3604
2557	2677	3602
2558	2678	3601
2559	2679	3600
2560	2681	3600
2561	2682	3599
2562	2683	3598
2563	2685	3599
2564	2686	3598
2565	2687	3596
2566	2688	3595
2567	2689	3594
2568	2690	3593
2569	2691	3591
2570	2692	3591
2571	2693	3590
2572	2694	3589
2573	2695	3588
2574	2696	3586
2575	2697	3585
2576	2698	3584
2577	2699	3583
2578	2700	3582
2579	2701	3581
2580	2702	3579
2581	2703	3578
2582	2704	3577
2583	2705	3576
2584	2706	3575
2585	2707	3574
2586	2708	3573
2587	2709	3571
2588	2710	3570
2589	2711	3570
2590	2712	3568
2591	2713	3567
2592	2714	3565
2593	2714	3564
2594	2716	3564
2595	2717	3562
2596	2718	3561
2597	2718	3560
2598	2719	3559
2599	2720	3557
2600	2721	3556
2601	2722	3555
2602	2723	3554
2603	2725	3553
2604	2726	3553
2605	2728	3553
2606	2729	3551
2607	2730	3550
2608	2731	3550
2609	2732	3549
2610	2733	3548
2611	2734	3547
2612	2735	3546
2613	2736	3544
2614	2737	3543
2615	2738	3542
2616	2739	3541
2617	2740	3540
2618	2741	3538
2619	2743	3539
2620	2744	3538
2621	2745	3537
2622	2746	3536
2623	2747	3535
2624	2749	3534
2625	2750	3534
2626	2752	3533
2627	2753	3532
2628	2754	3531
2629	2755	3530
2630	2756	3529
2631	2757	3528
2632	2757	3526
2633	2759	3525
2634	2759	3524
2635	2760	3523
2636	2761	3522
2637	2762	3521
2638	2763	3519
2639	2764	3518
2640	2765	3517
2641	2766	3516
2642	2767	3515
2643	2768	3514
2644	2769	3512
2645	2770	3511
2646	2771	3510
2647	2772	3509
2648	2773	3508
2649	2774	3506
2650	2775	3505
2651	2776	3505
2652	2777	3504
2653	2778	3503
2654	2779	3501
2655	2780	3500
2656	2781	3499
2657	2782	3498
2658	2783	3497
2659	2784	3496
2660	2785	3495
2661	2786	3494
2662	2787	3493
2663	2788	3492
2664	2789	3491
2665	2790	3489
2666	2791	3488
2667	2792	3486
2668	2793	3485
2669	2793	3484
2670	2794	3483
2671	2795	3482
2672	2796	3480
2673	2797	3479
2674	2798	3478
2675	2799	3476
2676	2800	3475
2677	2800	3474
2678	2802	3474
2679	2804	3473
2680	2805	3472
2681	2806	3471
2682	2807	3470
2683	2808	3469
2684	2808	3467
2685	2809	3466
2686	2810	3465
2687	2811	3464
2688	2812	3463
2689	2813	3462
2690	2814	3461
2691	2815	3460
2692	2816	3458
2693	2817	3457
2694	2818	3456
2695	2819	3454
2696	2820	3453
2697	2821	3452
2698	2822	3451
2699	2823	3450
2700	2823	3449
2701	2824	3447
2702	2825	3446
2703	2826	3445
2704	2827	3443
2705	2828	3442
2706	2829	3441
2707	2830	3440
2708	2830	3439
2709	2831	3437
2710	2832	3436
2711	2833	3435
2712	2834	3434
2713	2835	3433
2714	2836	3431
2715	2837	3430
2716	2838	3429
2717	2839	3428
2718	2843	3431
2719	2844	3430
2720	2845	3429
2721	2846	3428
2722	2847	3426
2723	2848	3425
2724	2849	3424
2725	2850	3423
2726	2851	3421
2727	2852	3420
2728	2853	3419
2729	2854	3418
2730	2854	3417
2731	2855	3416
2732	2856	3414
2733	2857	3413
2734	2858	3412
2735	2859	3411
2736	2860	3409
2737	2861	3409
2738	2862	3407
2739	2863	3406
2740	2864	3405
2741	2865	3404
2742	2866	3403
2743	2867	3402
2744	2868	3401
2745	2869	3400
2746	2870	3399
2747	2871	3398
2748	2872	3397
2749	2873	3395
2750	2873	3394
2751	2875	3393
2752	2876	3392
2753	2876	3390
2754	2877	3389
2755	2878	3388
2756	2880	3387
2757	2881	3386
2758	2882	3385
2759	2883	3384
2760	2883	3383
2761	2884	3382
2762	2885	3380
2763	2887	3380
2764	2888	3379
2765	2889	3377
2766	2890	3377
2767	2892	3377
2768	2893	3376
2769	2894	3374
2770	2895	3374
2771	2896	3373
2772	2898	3372
2773	2899	3372
2774	2900	3371
2775	2901	3369
2776	2902	3368
2777	2903	3367
2778	2904	3366
2779	2905	3364
2780	2906	3364
2781	2907	3363
2782	2908	3362
2783	2909	3360
2784	2910	3359
2785	2911	3358
2786	2912	3357
2787	2913	3356
2788	2914	3355
2789	2915	3353
2790	2915	3352
2791	2916	3351
2792	2917	3350
2793	2918	3349
2794	2919	3348
2795	2921	3347
2796	2922	3346
2797	2923	3345
2798	2924	3344
2799	2925	3342
2800	2926	3341
2801	2926	3340
2802	2927	3339
2803	2928	3338
2804	2929	3337
2805	2931	3337
2806	2932	3335
2807	2933	3334
2808	2934	3333
2809	2935	3331
2810	2935	3330
2811	2937	3329
2812	2937	3328
2813	2938	3327
2814	2939	3326
2815	2940	3324
2816	2941	3323
2817	2942	3322
2818	2943	3321
2819	2944	3320
2820	2945	3319
2821	2946	3318
2822	2947	3317
2823	2948	3316
2824	2949	3315
2825	2950	3313
2826	2951	3312
2827	2952	3311
2828	2953	3310
2829	2954	3309
2830	2955	3307
2831	2955	3306
2832	2957	3305
2833	2958	3305
2834	2960	3304
2835	2961	3303
2836	2962	3302
2837	2963	3301
2838	2963	3300
2839	2964	3298
2840	2965	3297
2841	2966	3296
2842	2967	3295
2843	2968	3293
2844	2969	3292
2845	2970	3291
2846	2971	3290
2847	2972	3289
2848	2972	3288
2849	2973	3286
2850	2975	3286
2851	2976	3284
2852	2976	3283
2853	2977	3282
2854	2978	3281
2855	2979	3280
2856	2980	3278
2857	2981	3277
2858	2982	3276
2859	2983	3275
2860	2984	3274
2861	2985	3273
2862	2986	3271
2863	2987	3270
2864	2987	3269
2865	2988	3268
2866	2989	3267
2867	2990	3265
2868	2991	3264
2869	2992	3263
2870	2993	3262
2871	2994	3261
2872	2998	3263
2873	2999	3262
2874	3000	3261
2875	3001	3260
2876	3002	3259
2877	3003	3257
2878	3003	3256
2879	3005	3255
2880	3005	3254
2881	3006	3253
2882	3007	3252
2883	3008	3251
2884	3010	3250
2885	3012	3250
2886	3013	3249
2887	3014	3248
2888	3015	3247
2889	3016	3246
2890	3017	3245
2891	3018	3243
2892	3019	3242
2893	3020	3241
2894	3021	3240
2895	3022	3239
2896	3023	3238
2897	3024	3237
2898	3025	3236
2899	3026	3235
2900	3027	3233
2901	3028	3232
2902	3028	3231
2903	3029	3230
2904	3030	3228
2905	3031	3227
2906	3032	3226
2907	3033	3225
2908	3037	3227
2909	3038	3226
2910	3039	3225
2911	3040	3223
2912	3041	3222
2913	3042	3221
2914	3043	3220
2915	3043	3219
2916	3045	3218
2917	3045	3217
2918	3047	3216
2919	3048	3215
2920	3049	3214
2921	3051	3213
2922	3051	3212
2923	3052	3211
2924	3053	3210
2925	3054	3209
2926	3055	3208
2927	3056	3207
2928	3058	3206
2929	3059	3205
2930	3060	3204
2931	3061	3203
2932	3062	3202
2933	3063	3201
2934	3064	3200
2935	3065	3199
2936	3066	3198
2937	3067	3197
2938	3068	3195
2939	3069	3194
2940	3070	3193
2941	3071	3192
2942	3072	3191
2943	3073	3189
2944	3073	3188
2945	3075	3187
2946	3075	3186
2947	3076	3185
2948	3077	3184
2949	3079	3183
2950	3080	3182
2951	3081	3182
2952	3082	3180
2953	3083	3179
2954	3084	3178
2955	3085	3177
2956	3086	3176
2957	3087	3175
2958	3088	3174
2959	3089	3172
2960	3090	3171
2961	3091	3170
2962	3092	3169
2963	3093	3168
2964	3094	3167
2965	3095	3166
2966	3095	3164
2967	3097	3163
2968	3097	3162
2969	3098	3161
2970	3099	3160
2971	3100	3159
2972	3102	3158
2973	3102	3157
2974	3104	3156
2975	3105	3155
2976	3105	3153
2977	3106	3152
2978	3107	3151
2979	3108	3150
2980	3109	3149
2981	3110	3148
2982	3111	3147
2983	3112	3146
2984	3114	3145
2985	3116	3145
2986	3117	3144
2987	3118	3143
2988	3119	3142
2989	3119	3140
2990	3120	3139
2991	3121	3138
2992	3122	3137
2993	3123	3136
2994	3124	3134
2995	3125	3133
2996	3127	3133
2997	3128	3132
2998	3128	3130
2999	3129	3129
3000	3130	3128
3001	3131	3127
3002	3132	3126
3003	3133	3125
3004	3134	3124
3005	3135	3122
3006	3136	3122
3007	3138	3121
3008	3139	3120
3009	3139	3119
3010	3140	3117
3011	3141	3116
3012	3142	3115
3013	3143	3114
3014	3144	3113
3015	3145	3111
3016	3146	3110
3017	3146	3109
3018	3147	3108
3019	3148	3106
3020	3149	3105
3021	3150	3104
3022	3151	3103
3023	3152	3102
3024	3152	3100
3025	3153	3099
3026	3154	3098
3027	3156	3097
3028	3157	3097
3029	3158	3096
3030	3159	3094
3031	3160	3093
3032	3161	3092
3033	3162	3091
3034	3163	3090
3035	3164	3089
3036	3165	3088
3037	3166	3087
3038	3167	3085
3039	3168	3084
3040	3169	3083
3041	3170	3082
3042	3170	3081
3043	3172	3080
3044	3173	3079
3045	3173	3078
3046	3175	3077
3047	3175	3075
3048	3176	3074
3049	3177	3073
3050	3178	3072
3051	3180	3071
3052	3180	3070
3053	3181	3069
3054	3182	3068
3055	3183	3066
3056	3184	3065
3057	3185	3064
3058	3186	3063
3059	3187	3062
3060	3187	3060
3061	3188	3059
3062	3193	3062
3063	3194	3061
3064	3195	3059
3065	3196	3058
3066	3197	3057
3067	3198	3056
3068	3199	3055
3069	3200	3054
3070	3201	3053
3071	3201	3051
3072	3203	3050
3073	3203	3049
3074	3205	3048
3075	3206	3048
3076	3207	3046
3077	3208	3045
3078	3209	3044
3079	3209	3043
3080	3210	3041
3081	3211	3040
3082	3212	3039
3083	3213	3038
3084	3214	3037
3085	3215	3036
3086	3216	3035
3087	3217	3034
3088	3218	3033
3089	3219	3032
3090	3220	3031
3091	3221	3029
3092	3223	3029
3093	3224	3028
3094	3225	3027
3095	3225	3025
3096	3226	3024
3097	3227	3023
3098	3228	3022
3099	3233	3024
3100	3234	3023
3101	3235	3022
3102	3236	3021
3103	3237	3020
3104	3238	3019
3105	3238	3017
3106	3240	3017
3107	3241	3015
3108	3242	3014
3109	3243	3013
3110	3244	3012
3111	3245	3011
3112	3246	3010
3113	3247	3009
3114	3247	3008
3115	3248	3006
3116	3249	3005
3117	3250	3004
3118	3251	3003
3119	3252	3002
3120	3253	3001
3121	3254	2999
3122	3255	2998
3123	3256	2998
3124	3257	2997
3125	3258	2996
3126	3259	2994
3127	3260	2993
3128	3261	2992
3129	3262	2991
3130	3263	2990
3131	3264	2989
3132	3265	2988
3133	3266	2986
3134	3267	2985
3135	3268	2984
3136	3269	2983
3137	3270	2982
3138	3271	2981
3139	3271	2980
3140	3272	2978
3141	3274	2978
3142	3275	2977
3143	3276	2976
3144	3276	2974
3145	3277	2973
3146	3278	2972
3147	3279	2971
3148	3280	2970
3149	3281	2969
3150	3283	2968
3151	3283	2967
3152	3284	2966
3153	3285	2964
3154	3286	2963
3155	3289	2964
3156	3290	2962
3157	3291	2961
3158	3292	2960
3159	3292	2959
3160	3293	2958
3161	3294	2957
3162	3296	2956
3163	3297	2955
3164	3298	2954
3165	3298	2952
3166	3299	2951
3167	3300	2950
3168	3301	2949
3169	3302	2948
3170	3303	2947
3171	3304	2946
3172	3305	2945
3173	3306	2943
3174	3307	2942
3175	3308	2941
3176	3310	2941
3177	3312	2941
3178	3313	2940
3179	3314	2938
3180	3315	2937
3181	3315	2936
3182	3316	2935
3183	3317	2934
3184	3318	2932
3185	3319	2931
3186	3320	2930
3187	3321	2930
3188	3322	2928
3189	3323	2927
3190	3324	2926
3191	3325	2925
3192	3326	2924
3193	3327	2923
3194	3328	2922
3195	3329	2921
3196	3330	2919
3197	3331	2918
3198	3332	2918
3199	3333	2917
3200	3334	2916
3201	3335	2914
3202	3336	2913
3203	3337	2912
3204	3339	2911
3205	3339	2910
3206	3340	2909
3207	3341	2908
3208	3342	2907
3209	3343	2905
3210	3344	2904
3211	3345	2903
3212	3352	2907
3213	3353	2906
3214	3354	2905
3215	3355	2904
3216	3356	2903
3217	3357	2902
3218	3358	2901
3219	3359	2900
3220	3359	2898
3221	3360	2897
3222	3361	2896
3223	3362	2895
3224	3363	2894
3225	3364	2893
3226	3365	2892
3227	3366	2890
3228	3367	2889
3229	3368	2888
3230	3369	2887
3231	3370	2886
3232	3371	2885
3233	3372	2884
3234	3374	2884
3235	3375	2883
3236	3376	2882
3237	3377	2880
3238	3378	2879
3239	3379	2878
3240	3380	2877
3241	3381	2876
3242	3382	2875
3243	3382	2874
3244	3383	2872
3245	3384	2871
3246	3385	2870
3247	3386	2869
3248	3388	2868
3249	3389	2867
3250	3390	2866
3251	3391	2865
3252	3392	2864
3253	3393	2863
3254	3394	2862
3255	3395	2861
3256	3396	2860
3257	3397	2859
3258	3401	2860
3259	3402	2859
3260	3403	2858
3261	3403	2857
3262	3405	2856
3263	3406	2855
3264	3407	2854
3265	3408	2853
3266	3410	2853
3267	3411	2852
3268	3413	2851
3269	3413	2850
3270	3414	2848
3271	3415	2847
3272	3416	2846
3273	3417	2845
3274	3418	2844
3275	3419	2843
3276	3420	2841
3277	3420	2840
3278	3421	2839
3279	3422	2838
3280	3423	2837
3281	3424	2836
3282	3426	2835
3283	3427	2834
3284	3428	2833
3285	3429	2832
3286	3430	2831
3287	3431	2830
3288	3432	2829
3289	3433	2828
3290	3434	2827
3291	3435	2825
3292	3436	2824
3293	3436	2823
3294	3437	2822
3295	3439	2822
3296	3440	2820
3297	3441	2819
3298	3442	2818
3299	3443	2817
3300	3444	2816
3301	3445	2815
3302	3446	2814
3303	3447	2813
3304	3449	2812
3305	3450	2811
3306	3451	2810
3307	3452	2809
3308	3453	2808
3309	3454	2807
3310	3455	2806
3311	3456	2805
3312	3457	2803
3313	3457	2802
3314	3458	2801
3315	3459	2800
3316	3460	2798
3317	3461	2797
3318	3462	2796
3319	3463	2795
3320	3464	2794
