iter	Passed	Remaining
807	865	5562
808	866	5559
809	868	5562
810	869	5560
811	869	5558
812	870	5556
813	871	5553
814	872	5551
815	873	5548
816	874	5546
817	875	5544
818	876	5542
819	877	5540
820	878	5543
821	879	5542
822	881	5545
823	882	5544
824	883	5542
825	884	5540
826	885	5538
827	886	5535
828	887	5534
829	888	5532
830	888	5529
831	889	5527
832	890	5524
833	891	5523
834	892	5521
835	894	5523
836	895	5522
837	896	5522
838	897	5520
839	898	5519
840	899	5517
841	900	5514
842	901	5513
843	902	5511
844	903	5511
845	904	5510
846	905	5508
847	906	5506
848	907	5507
849	908	5504
850	909	5502
851	910	5500
852	913	5512
853	914	5510
854	915	5507
855	916	5504
856	917	5503
857	918	5503
858	920	5507
859	921	5509
860	922	5506
861	923	5504
862	924	5506
863	925	5503
864	926	5501
865	927	5498
866	928	5497
867	929	5497
868	930	5495
869	931	5493
870	932	5492
871	933	5490
872	934	5490
873	936	5492
874	937	5490
875	938	5488
876	939	5486
877	940	5484
878	941	5483
879	942	5484
880	943	5482
881	944	5482
882	945	5481
883	947	5481
884	947	5478
885	948	5476
886	949	5473
887	952	5484
888	953	5482
889	954	5480
890	955	5478
891	956	5476
892	957	5475
893	958	5473
894	959	5472
895	960	5469
896	961	5467
897	962	5465
898	963	5467
899	964	5466
900	965	5464
901	966	5462
902	967	5461
903	968	5459
904	969	5457
905	970	5455
906	974	5469
907	974	5467
908	975	5465
909	977	5466
910	978	5463
911	978	5461
912	979	5459
913	980	5457
914	981	5456
915	982	5454
916	983	5452
917	984	5450
918	986	5451
919	986	5448
920	987	5447
921	988	5444
922	989	5443
923	990	5441
924	991	5439
925	992	5437
926	993	5436
927	994	5434
928	995	5432
929	996	5431
930	997	5430
931	998	5429
932	999	5427
933	1000	5425
934	1001	5423
935	1001	5420
936	1002	5419
937	1003	5417
938	1004	5414
939	1005	5414
940	1006	5411
941	1007	5409
942	1008	5408
943	1009	5405
944	1010	5407
945	1012	5408
946	1013	5406
947	1014	5404
948	1015	5402
949	1015	5400
950	1016	5398
951	1017	5396
952	1018	5394
953	1019	5393
954	1020	5392
955	1021	5390
956	1023	5391
957	1024	5389
958	1024	5387
959	1025	5385
960	1026	5383
961	1027	5380
962	1028	5379
963	1030	5381
964	1030	5379
965	1032	5381
966	1033	5379
967	1034	5377
968	1035	5375
969	1036	5375
970	1037	5373
971	1038	5371
972	1039	5369
973	1040	5366
974	1041	5365
975	1041	5363
976	1043	5362
977	1043	5360
978	1044	5358
979	1045	5356
980	1047	5358
981	1051	5372
982	1052	5370
983	1053	5367
984	1053	5365
985	1054	5363
986	1055	5362
987	1056	5359
988	1057	5358
989	1059	5360
990	1060	5360
991	1062	5361
992	1062	5359
993	1063	5357
994	1064	5356
995	1065	5353
996	1066	5351
997	1067	5349
998	1069	5351
999	1069	5349
1000	1070	5347
1001	1071	5344
1002	1072	5342
1003	1073	5340
1004	1074	5338
1005	1075	5337
1006	1076	5336
1007	1077	5334
1008	1077	5332
1009	1078	5330
1010	1079	5328
1011	1080	5326
1012	1081	5325
1013	1082	5322
1014	1083	5320
1015	1084	5318
1016	1085	5316
1017	1085	5314
1018	1090	5328
1019	1091	5330
1020	1092	5329
1021	1093	5327
1022	1094	5325
1023	1095	5323
1024	1096	5322
1025	1097	5320
1026	1098	5318
1027	1099	5315
1028	1100	5314
1029	1101	5317
1030	1102	5315
1031	1103	5313
1032	1104	5311
1033	1105	5309
1034	1107	5311
1035	1108	5309
1036	1109	5308
1037	1110	5309
1038	1111	5308
1039	1115	5320
1040	1116	5319
1041	1117	5317
1042	1118	5315
1043	1120	5317
1044	1120	5315
1045	1121	5313
1046	1122	5311
1047	1123	5309
1048	1125	5310
1049	1125	5308
1050	1126	5305
1051	1128	5305
1052	1128	5303
1053	1129	5301
1054	1130	5299
1055	1131	5297
1056	1132	5295
1057	1133	5293
1058	1134	5292
1059	1135	5290
1060	1136	5288
1061	1136	5286
1062	1137	5285
1063	1138	5283
1064	1139	5281
1065	1140	5279
1066	1141	5278
1067	1142	5276
1068	1143	5276
1069	1144	5275
1070	1145	5274
1071	1147	5273
1072	1148	5271
1073	1149	5270
1074	1150	5269
1075	1150	5267
1076	1151	5265
1077	1152	5263
1078	1153	5261
1079	1154	5259
1080	1155	5259
1081	1157	5260
1082	1158	5259
1083	1159	5257
1084	1160	5255
1085	1161	5253
1086	1162	5252
1087	1163	5250
1088	1163	5248
1089	1164	5247
1090	1166	5247
1091	1167	5248
1092	1168	5247
1093	1169	5245
1094	1170	5244
1095	1171	5242
1096	1172	5240
1097	1173	5238
1098	1174	5236
1099	1175	5234
1100	1175	5232
1101	1176	5231
1102	1177	5229
1103	1178	5227
1104	1179	5225
1105	1180	5224
1106	1181	5222
1107	1182	5220
1108	1183	5218
1109	1184	5217
1110	1186	5221
1111	1187	5219
1112	1188	5217
1113	1189	5215
1114	1191	5218
1115	1192	5216
1116	1192	5215
1117	1193	5213
1118	1194	5211
1119	1195	5208
1120	1196	5207
1121	1197	5206
1122	1198	5203
1123	1199	5201
1124	1199	5199
1125	1201	5198
1126	1201	5197
1127	1202	5194
1128	1203	5193
1129	1204	5192
1130	1206	5193
1131	1207	5192
1132	1208	5191
1133	1209	5190
1134	1210	5188
1135	1211	5186
1136	1212	5185
1137	1213	5184
1138	1214	5182
1139	1215	5180
1140	1216	5178
1141	1217	5177
1142	1218	5175
1143	1218	5174
1144	1219	5172
1145	1220	5170
1146	1221	5169
1147	1222	5166
1148	1223	5164
1149	1224	5162
1150	1225	5161
1151	1226	5159
1152	1226	5157
1153	1227	5155
1154	1228	5153
1155	1229	5152
1156	1232	5157
1157	1233	5155
1158	1234	5156
1159	1235	5154
1160	1236	5153
1161	1237	5151
1162	1238	5149
1163	1239	5148
1164	1239	5146
1165	1240	5144
1166	1241	5143
1167	1245	5152
1168	1246	5151
1169	1247	5150
1170	1248	5150
1171	1249	5148
1172	1250	5146
1173	1251	5144
1174	1252	5142
1175	1253	5140
1176	1255	5146
1177	1256	5145
1178	1257	5143
1179	1258	5142
1180	1259	5140
1181	1260	5137
1182	1261	5135
1183	1262	5134
1184	1263	5133
1185	1264	5131
1186	1265	5129
1187	1265	5127
1188	1266	5126
1189	1267	5125
1190	1269	5125
1191	1270	5123
1192	1271	5121
1193	1272	5120
1194	1272	5118
1195	1273	5116
1196	1274	5115
1197	1275	5113
1198	1276	5111
1199	1277	5109
1200	1278	5108
1201	1279	5106
1202	1280	5105
1203	1281	5104
1204	1282	5103
1205	1283	5102
1206	1284	5100
1207	1285	5099
1208	1286	5098
1209	1287	5097
1210	1288	5095
1211	1289	5093
1212	1290	5092
1213	1291	5089
1214	1292	5088
1215	1293	5088
1216	1294	5086
1217	1295	5084
1218	1296	5083
1219	1296	5081
1220	1297	5079
1221	1298	5077
1222	1299	5076
1223	1301	5077
1224	1301	5075
1225	1302	5073
1226	1303	5071
1227	1304	5069
1228	1305	5067
1229	1306	5066
1230	1307	5065
1231	1308	5063
1232	1309	5061
1233	1310	5059
1234	1310	5057
1235	1311	5056
1236	1313	5056
1237	1314	5055
1238	1315	5053
1239	1315	5051
1240	1316	5049
1241	1317	5048
1242	1318	5046
1243	1324	5062
1244	1325	5062
1245	1327	5063
1246	1328	5062
1247	1329	5060
1248	1329	5058
1249	1330	5057
1250	1331	5055
1251	1332	5053
1252	1333	5051
1253	1334	5050
1254	1335	5050
1255	1336	5048
1256	1337	5046
1257	1338	5045
1258	1339	5044
1259	1340	5042
1260	1341	5040
1261	1342	5039
1262	1343	5037
1263	1343	5035
1264	1344	5034
1265	1345	5032
1266	1346	5031
1267	1348	5031
1268	1349	5029
1269	1350	5028
1270	1351	5027
1271	1352	5026
1272	1353	5024
1273	1354	5022
1274	1354	5021
1275	1355	5019
1276	1356	5018
1277	1357	5017
1278	1358	5015
1279	1360	5015
1280	1361	5016
1281	1362	5014
1282	1363	5012
1283	1364	5010
1284	1365	5009
1285	1366	5007
1286	1367	5006
1287	1367	5004
1288	1368	5003
1289	1369	5000
1290	1370	4999
1291	1371	4998
1292	1373	4999
1293	1374	4997
1294	1375	4998
1295	1376	4996
1296	1377	4994
1297	1378	4992
1298	1379	4990
1299	1380	4989
1300	1380	4987
1301	1381	4985
1302	1382	4984
1303	1383	4982
1304	1384	4980
1305	1385	4979
1306	1386	4978
1307	1387	4977
1308	1388	4976
1309	1389	4974
1310	1390	4973
1311	1391	4971
1312	1392	4970
1313	1393	4968
1314	1394	4967
1315	1395	4965
1316	1396	4964
1317	1396	4962
1318	1397	4960
1319	1399	4960
1320	1400	4961
1321	1401	4961
1322	1402	4958
1323	1403	4957
1324	1404	4956
1325	1405	4955
1326	1406	4953
1327	1407	4951
1328	1408	4951
1329	1409	4949
1330	1410	4947
1331	1411	4946
1332	1412	4944
1333	1413	4943
1334	1414	4941
1335	1414	4939
1336	1415	4938
1337	1416	4936
1338	1417	4935
1339	1418	4933
1340	1420	4934
1341	1421	4932
1342	1421	4930
1343	1422	4928
1344	1423	4926
1345	1424	4926
1346	1425	4924
1347	1426	4922
1348	1427	4921
1349	1428	4919
1350	1429	4917
1351	1430	4916
1352	1431	4916
1353	1432	4915
1354	1433	4913
1355	1434	4912
1356	1435	4910
1357	1436	4909
1358	1437	4907
1359	1438	4907
1360	1439	4908
1361	1440	4906
1362	1441	4905
1363	1442	4904
1364	1443	4903
1365	1445	4904
1366	1446	4902
1367	1447	4902
1368	1449	4901
1369	1449	4900
1370	1450	4898
1371	1451	4897
1372	1452	4895
1373	1453	4894
1374	1454	4892
1375	1455	4890
1376	1456	4889
1377	1457	4889
1378	1458	4887
1379	1459	4886
1380	1460	4885
1381	1461	4883
1382	1462	4881
1383	1463	4881
1384	1464	4879
1385	1465	4877
1386	1466	4876
1387	1467	4874
1388	1468	4875
1389	1469	4873
1390	1470	4872
1391	1471	4870
1392	1472	4869
1393	1473	4867
1394	1473	4865
1395	1474	4864
1396	1475	4862
1397	1477	4863
1398	1478	4863
1399	1479	4862
1400	1480	4860
1401	1481	4858
1402	1482	4857
1403	1483	4856
1404	1484	4854
1405	1485	4853
1406	1486	4851
1407	1487	4850
1408	1488	4849
1409	1489	4848
1410	1490	4846
1411	1491	4844
1412	1492	4844
1413	1493	4842
1414	1494	4841
1415	1495	4840
1416	1496	4838
1417	1497	4837
1418	1497	4835
1419	1498	4834
1420	1499	4833
1421	1500	4831
1422	1501	4830
1423	1502	4828
1424	1503	4827
1425	1504	4825
1426	1505	4823
1427	1506	4822
1428	1507	4820
1429	1508	4819
1430	1509	4818
1431	1509	4816
1432	1510	4814
1433	1512	4815
1434	1513	4813
1435	1514	4813
1436	1515	4811
1437	1516	4810
1438	1517	4809
1439	1518	4807
1440	1519	4806
1441	1520	4804
1442	1520	4802
1443	1521	4801
1444	1522	4800
1445	1523	4798
1446	1524	4796
1447	1525	4795
1448	1526	4795
1449	1527	4793
1450	1528	4792
1451	1529	4790
1452	1530	4789
1453	1531	4787
1454	1532	4785
1455	1532	4783
1456	1534	4784
1457	1535	4783
1458	1536	4782
1459	1537	4780
1460	1538	4778
1461	1539	4777
1462	1539	4775
1463	1541	4776
1464	1542	4774
1465	1543	4772
1466	1544	4771
1467	1545	4770
1468	1545	4768
1469	1547	4769
1470	1548	4767
1471	1549	4766
1472	1550	4764
1473	1551	4763
1474	1552	4762
1475	1553	4760
1476	1554	4761
1477	1556	4761
1478	1557	4762
1479	1559	4761
1480	1559	4759
1481	1560	4758
1482	1561	4756
1483	1562	4754
1484	1563	4753
1485	1564	4752
1486	1568	4761
1487	1569	4760
1488	1570	4759
1489	1571	4757
1490	1572	4756
1491	1573	4755
1492	1574	4754
1493	1575	4752
1494	1576	4751
1495	1577	4749
1496	1578	4748
1497	1579	4746
1498	1580	4745
1499	1581	4743
1500	1582	4742
1501	1583	4741
1502	1584	4739
1503	1585	4738
1504	1585	4736
1505	1587	4735
1506	1587	4734
1507	1588	4732
1508	1589	4730
1509	1590	4729
1510	1591	4728
1511	1592	4727
1512	1594	4727
1513	1595	4728
1514	1597	4728
1515	1598	4728
1516	1599	4727
1517	1600	4725
1518	1602	4725
1519	1602	4723
1520	1603	4721
1521	1604	4719
1522	1604	4717
1523	1605	4715
1524	1606	4713
1525	1607	4712
1526	1608	4711
1527	1608	4708
1528	1609	4707
1529	1610	4705
1530	1611	4704
1531	1612	4702
1532	1613	4700
1533	1614	4699
1534	1615	4698
1535	1616	4696
1536	1616	4695
1537	1617	4693
1538	1618	4691
1539	1619	4690
1540	1620	4689
1541	1622	4690
1542	1623	4689
1543	1624	4688
1544	1625	4686
1545	1627	4687
1546	1628	4686
1547	1629	4685
1548	1629	4683
1549	1630	4681
1550	1632	4682
1551	1633	4681
1552	1634	4681
1553	1635	4679
1554	1636	4678
1555	1637	4676
1556	1638	4674
1557	1639	4675
1558	1640	4673
1559	1641	4671
1560	1642	4670
1561	1643	4669
1562	1644	4668
1563	1645	4667
1564	1646	4666
1565	1647	4664
1566	1648	4663
1567	1649	4661
1568	1650	4660
1569	1650	4658
1570	1651	4656
1571	1652	4655
1572	1653	4653
1573	1654	4652
1574	1655	4650
1575	1656	4649
1576	1657	4647
1577	1658	4647
1578	1659	4646
1579	1660	4645
1580	1661	4644
1581	1662	4643
1582	1663	4641
1583	1664	4639
1584	1665	4638
1585	1665	4636
1586	1666	4635
1587	1667	4633
1588	1668	4632
1589	1669	4630
1590	1670	4629
1591	1671	4627
1592	1672	4626
1593	1675	4631
1594	1676	4630
1595	1677	4629
1596	1678	4627
1597	1679	4626
1598	1680	4625
1599	1681	4623
1600	1682	4622
1601	1683	4620
1602	1683	4619
1603	1684	4617
1604	1685	4616
1605	1686	4615
1606	1689	4618
1607	1692	4622
1608	1693	4620
1609	1694	4619
1610	1694	4617
1611	1695	4615
1612	1696	4615
1613	1698	4614
1614	1698	4612
1615	1699	4611
1616	1701	4610
1617	1701	4609
1618	1702	4607
1619	1703	4606
1620	1704	4604
1621	1705	4602
1622	1706	4601
1623	1707	4601
1624	1708	4600
1625	1709	4598
1626	1713	4604
1627	1714	4604
1628	1715	4602
1629	1716	4601
1630	1717	4599
1631	1718	4598
1632	1719	4597
1633	1719	4595
1634	1720	4593
1635	1721	4592
1636	1722	4590
1637	1724	4592
1638	1725	4591
1639	1726	4589
1640	1727	4588
1641	1728	4586
1642	1729	4585
1643	1730	4583
1644	1730	4582
1645	1731	4581
1646	1732	4579
1647	1733	4578
1648	1734	4577
1649	1735	4576
1650	1736	4575
1651	1738	4575
1652	1739	4573
1653	1740	4572
1654	1741	4571
1655	1742	4570
1656	1743	4568
1657	1743	4567
1658	1744	4565
1659	1746	4564
1660	1747	4563
1661	1747	4562
1662	1748	4560
1663	1749	4559
1664	1751	4559
1665	1752	4558
1666	1753	4557
1667	1754	4556
1668	1755	4554
1669	1756	4553
1670	1757	4551
1671	1757	4550
1672	1758	4548
1673	1759	4547
1674	1760	4546
1675	1761	4545
1676	1762	4543
1677	1763	4543
1678	1764	4541
1679	1765	4540
1680	1766	4538
1681	1767	4537
1682	1768	4535
1683	1769	4534
1684	1770	4533
1685	1771	4532
1686	1772	4530
1687	1772	4528
1688	1773	4527
1689	1774	4525
1690	1775	4524
1691	1776	4523
1692	1777	4522
1693	1778	4521
1694	1779	4520
1695	1780	4519
1696	1782	4518
1697	1782	4517
1698	1784	4516
1699	1785	4515
1700	1786	4514
1701	1787	4512
1702	1791	4521
1703	1792	4520
1704	1793	4518
1705	1794	4517
1706	1795	4515
1707	1796	4513
1708	1797	4512
1709	1798	4511
1710	1799	4510
1711	1800	4508
1712	1801	4507
1713	1802	4506
1714	1803	4505
1715	1803	4503
1716	1805	4503
1717	1806	4502
1718	1807	4500
1719	1808	4499
1720	1808	4497
1721	1809	4496
1722	1811	4495
1723	1811	4494
1724	1812	4492
1725	1813	4491
1726	1814	4490
1727	1816	4490
1728	1817	4489
1729	1818	4488
1730	1819	4487
1731	1820	4485
1732	1821	4483
1733	1822	4482
1734	1822	4481
1735	1823	4479
1736	1824	4478
1737	1825	4477
1738	1826	4475
1739	1827	4474
1740	1828	4473
1741	1830	4473
1742	1830	4471
1743	1831	4470
1744	1832	4468
1745	1833	4467
1746	1834	4466
1747	1835	4464
1748	1836	4463
1749	1837	4461
1750	1838	4460
1751	1838	4458
1752	1840	4458
1753	1841	4456
1754	1841	4455
1755	1842	4454
1756	1843	4452
1757	1844	4451
1758	1845	4449
1759	1846	4448
1760	1847	4446
1761	1848	4445
1762	1849	4444
1763	1850	4442
1764	1850	4441
1765	1852	4440
1766	1853	4439
