iter	RMSE
157	0.2584451955
158	0.2578245853
159	0.2571455943
160	0.2565013533
161	0.2559269073
162	0.2553388237
163	0.254755124
164	0.2541718195
165	0.2535998459
166	0.2530846178
167	0.2524880034
168	0.2518657709
169	0.2513263263
170	0.2507122678
171	0.2501585643
172	0.2495727571
173	0.2490717308
174	0.2485087433
175	0.2479068084
176	0.2473108646
177	0.246767796
178	0.2462128145
179	0.2457288846
180	0.2451766587
181	0.2446389303
182	0.2440475899
183	0.2435063066
184	0.243018837
185	0.2425008709
186	0.2420215022
187	0.2415119835
188	0.2409888907
189	0.2404722869
190	0.2399767369
191	0.2394526782
192	0.2390069402
193	0.2384807072
194	0.2379510252
195	0.2374253142
196	0.2369223085
197	0.2363950368
198	0.2358986375
199	0.2354219237
200	0.2348710023
201	0.2343946127
202	0.2339121862
203	0.2334386308
204	0.2329328866
205	0.2325002372
206	0.231981026
207	0.2314551151
208	0.2309647093
209	0.2304591936
210	0.2300161195
211	0.2295095119
212	0.2290498524
213	0.2285980166
214	0.2281104725
215	0.227652472
216	0.2271602934
217	0.2267097862
218	0.2262606047
219	0.22582971
220	0.2253549008
221	0.2248909332
222	0.2244905611
223	0.2240794535
224	0.2236451893
225	0.2232028837
226	0.2227755397
227	0.222307044
228	0.2218393652
229	0.2213842506
230	0.2210261982
231	0.2206004324
232	0.220103462
233	0.2197463946
234	0.2193741623
235	0.2189516279
236	0.2185334572
237	0.2181506325
238	0.2177041655
239	0.2172876683
240	0.2169174062
241	0.2165220041
242	0.2161406907
243	0.2157200656
244	0.2153005093
245	0.2148948287
246	0.2144888424
247	0.2141035013
248	0.2137215335
249	0.2133349931
250	0.2129657929
251	0.212598386
252	0.2122089972
253	0.2118594896
254	0.2114613278
255	0.2111083934
256	0.2106982139
257	0.2103374517
258	0.209903995
259	0.2095014985
260	0.2091561445
261	0.2087662633
262	0.2083806313
263	0.2079924667
264	0.2076341102
265	0.2073200482
266	0.2069291636
267	0.2065918303
268	0.2062597017
269	0.2059184143
270	0.2055339372
271	0.2051948179
272	0.2048297943
273	0.2044908274
274	0.2041235954
275	0.2038080595
276	0.2034691495
277	0.203141421
278	0.2027586224
279	0.202409763
280	0.2020243635
281	0.2016807246
282	0.2013451094
283	0.2010788708
284	0.2007176402
285	0.2003545553
286	0.200013562
287	0.1997341796
288	0.1993843734
289	0.1990481593
290	0.1987156994
291	0.198396778
292	0.1980871691
293	0.1977890671
294	0.1974930183
295	0.1971345233
296	0.1968406128
297	0.1965255502
298	0.1962229819
299	0.1959731623
300	0.1956734999
301	0.1953627384
302	0.1950574846
303	0.194765048
304	0.1944778278
305	0.1941753215
306	0.1938715744
307	0.1935316897
308	0.1932556268
309	0.1929430244
310	0.1926603152
311	0.1923774406
312	0.1920929843
313	0.1917986114
314	0.1914994008
315	0.1911994797
316	0.1909326343
317	0.1906554986
318	0.1903656187
319	0.1900396541
320	0.1897390076
321	0.1894800304
322	0.1891908951
323	0.1888938727
324	0.1886303856
325	0.188339716
326	0.1881172676
327	0.1878399186
328	0.1875676905
329	0.1872803478
330	0.1870240639
331	0.1867258287
332	0.1864397417
333	0.1861517405
334	0.1858933628
335	0.1856193014
336	0.1853346776
337	0.1850764681
338	0.1847837911
339	0.1845188368
340	0.1842756816
341	0.1840504147
342	0.1837941148
343	0.1835564879
344	0.1833218768
345	0.1830641615
346	0.1828221133
347	0.1825749097
348	0.1823115276
349	0.1820605917
350	0.1817855292
351	0.1815349063
352	0.1812738522
353	0.1810164039
354	0.1807649809
355	0.1804885192
356	0.1802317286
357	0.1799836499
358	0.1797571848
359	0.1794909405
360	0.1792526549
361	0.1790091128
362	0.1787492721
363	0.1785558987
364	0.178307386
365	0.1781043451
366	0.1778835656
367	0.1776818943
368	0.1774219407
369	0.1771955657
370	0.1769448692
371	0.17671549
372	0.1765083256
373	0.1762356285
374	0.1759894655
375	0.1757722121
376	0.1755902823
377	0.1753593559
378	0.1751385949
379	0.1749100425
380	0.1746699437
381	0.1744657877
382	0.17425922
383	0.1740371376
384	0.1738219229
385	0.1735817479
386	0.1733639891
387	0.1731401473
388	0.1729336795
389	0.1727173179
390	0.1724982795
391	0.1723128846
392	0.1721212879
393	0.1719195188
394	0.1717435861
395	0.1715249999
396	0.1713247177
397	0.1710786173
398	0.1708862916
399	0.1707351911
400	0.1705264524
401	0.1703140857
402	0.1701163834
403	0.1699124193
404	0.1697291885
405	0.1695628816
406	0.1693678395
407	0.169211866
408	0.1690115377
409	0.168813174
410	0.1686111872
411	0.1684142492
412	0.1682462346
413	0.168081091
414	0.167875063
415	0.1676881957
416	0.1674842097
417	0.1673053845
418	0.1671078575
419	0.1669058235
420	0.1667374184
421	0.1665572047
422	0.1663684068
423	0.166187292
424	0.1660050433
425	0.1658478546
426	0.1656840618
427	0.1655007613
428	0.1652942664
429	0.1651169021
430	0.1649331272
431	0.1647750175
432	0.1646015891
433	0.16440874
434	0.1642086306
435	0.1640408125
436	0.163870864
437	0.1637123227
438	0.163554548
439	0.1633703938
440	0.163206327
441	0.163019107
442	0.1628401031
443	0.162636528
444	0.1624583849
445	0.1622918907
446	0.1621428547
447	0.1619792002
448	0.1618246286
449	0.1616651127
450	0.1614794409
451	0.1612927051
452	0.1611446202
453	0.1609586658
454	0.1607926962
455	0.1606236442
456	0.1604450727
457	0.1602695662
458	0.1600904531
459	0.1599266601
460	0.159763388
461	0.1595897824
462	0.1594258503
463	0.1592537452
464	0.1590980545
465	0.1589403398
466	0.1587759217
467	0.1586268886
468	0.1584529926
469	0.1582877216
470	0.1581373206
471	0.1579556744
472	0.1578115609
473	0.1576594409
474	0.1574943018
475	0.1573467478
476	0.1571865098
477	0.1570508194
478	0.1569041968
479	0.1567362703
480	0.1566024992
481	0.1564370622
482	0.1562613868
483	0.1561310045
484	0.1559956716
485	0.1558546705
486	0.1557249131
487	0.1555756597
488	0.1554223899
489	0.1552713623
490	0.1551143273
491	0.1549747702
492	0.1548546616
493	0.1547287636
494	0.1545728011
495	0.1544332337
496	0.1542934577
497	0.1541726753
498	0.1540132236
499	0.1538912981
500	0.153736619
501	0.1536062365
502	0.1534682315
503	0.1533570946
504	0.1532268503
505	0.1530988518
506	0.1529624176
507	0.1528065938
508	0.1526622658
509	0.1525136725
510	0.1523956803
511	0.1522607283
512	0.1521359436
513	0.1520177195
514	0.1518775566
515	0.1517551407
516	0.1516265408
517	0.1514970011
518	0.1513598354
519	0.1512267925
520	0.1511144829
521	0.1509681445
522	0.1508527178
523	0.1507120923
524	0.1505841568
525	0.1504593559
526	0.1503278559
527	0.1501679786
528	0.150045715
529	0.1499225523
530	0.1497954494
531	0.1496491698
532	0.1494964109
533	0.1493741988
534	0.1492415175
535	0.1491164696
536	0.149003498
537	0.1488858562
538	0.1487745973
539	0.1486290243
540	0.1484951304
541	0.1483728206
542	0.1482483482
543	0.148120349
544	0.1479836621
545	0.1478595551
546	0.1477292737
547	0.1476160373
548	0.1474876034
549	0.1473885209
550	0.1472399908
551	0.1471242987
552	0.1469932645
553	0.146871135
554	0.1467458262
555	0.1466332192
556	0.1465231411
557	0.1464052146
558	0.1462869338
559	0.146154877
560	0.1460212526
561	0.1458961156
562	0.1458012051
563	0.1457173062
564	0.1456063081
565	0.1454976374
566	0.1454019448
567	0.14528501
568	0.1451652018
569	0.145057714
570	0.1449684823
571	0.1448819141
572	0.1447896714
573	0.1446739989
574	0.1445475561
575	0.1444355583
576	0.1443392975
577	0.1442517936
578	0.1441495908
579	0.144040959
580	0.1439291257
581	0.1438183406
582	0.1437022186
583	0.143585916
584	0.1434829588
585	0.1433636203
586	0.1432686603
587	0.1431771665
588	0.1430641359
589	0.1429537954
590	0.1428339339
591	0.1427080232
592	0.1426075829
593	0.1424753666
594	0.1423736553
595	0.1422807844
596	0.142205937
597	0.1421095716
598	0.1420094428
599	0.1419080862
600	0.1418319781
601	0.1417333031
602	0.141625502
603	0.1415281973
604	0.1414381796
605	0.1413111673
606	0.141208767
607	0.1411106162
608	0.1410195787
609	0.1409268731
610	0.1408386862
611	0.1407322144
612	0.1406311927
613	0.1405095789
614	0.1404122877
615	0.1403132298
616	0.14022258
617	0.1401302182
618	0.1400043714
619	0.1399105652
620	0.1398074237
621	0.1397397769
622	0.1396488177
623	0.1395612362
624	0.1394756395
625	0.1393926388
626	0.139298848
627	0.1391891314
628	0.1390957459
629	0.1390108058
630	0.1389094712
631	0.1387833176
632	0.1386991183
633	0.1386065472
634	0.138527103
635	0.1384438657
636	0.1383453518
637	0.138243457
638	0.1381419384
639	0.1380604056
640	0.1379655888
641	0.1378595468
642	0.1377555144
643	0.1376690317
644	0.1375619252
645	0.1374822941
646	0.1373975195
647	0.1373030499
648	0.1371967856
649	0.1371274641
650	0.1370544104
651	0.1369677256
652	0.136889687
653	0.1367825655
654	0.1367132362
655	0.1366295605
656	0.1365503983
657	0.136482954
658	0.1364021512
659	0.1363264703
660	0.136241519
661	0.1361349837
662	0.1360531272
663	0.1359655464
664	0.1358838072
665	0.1358049501
666	0.1357157542
667	0.1356317037
668	0.1355553543
669	0.1354641122
670	0.135387846
671	0.1352999119
672	0.1352131945
673	0.1351429041
674	0.1350715618
675	0.1349970495
676	0.1349314588
677	0.1348570814
678	0.1347868493
679	0.1347201498
680	0.1346438297
681	0.1345521826
682	0.1344704177
683	0.1343995813
684	0.1343243385
685	0.1342526019
686	0.1341786709
687	0.1340716439
688	0.1339973873
689	0.1339200203
690	0.1338530693
691	0.1337733151
692	0.1337032649
693	0.1336178908
694	0.1335145683
695	0.1334393302
696	0.1333651126
697	0.1333087158
698	0.1332446726
699	0.1331807206
700	0.1331103322
701	0.1330211023
702	0.1329590121
703	0.1328881005
704	0.1328036488
705	0.1327370167
706	0.1326801469
707	0.13262283
708	0.1325406188
709	0.1324548853
710	0.1323494465
711	0.1322713017
712	0.1322048399
713	0.1321412181
714	0.132054103
715	0.1319821326
716	0.1319043084
717	0.1318291196
718	0.1317690011
719	0.131704644
720	0.131636328
721	0.1315608008
722	0.1314991098
723	0.1314292088
724	0.131343562
725	0.1312702617
726	0.1311993176
727	0.1311147503
728	0.1310493859
729	0.1309733845
730	0.1309269276
731	0.1308603156
732	0.1307884835
733	0.1307336055
734	0.1306640654
735	0.1305855291
736	0.1305230088
737	0.1304488486
738	0.1303575536
739	0.1303013927
740	0.1302376417
741	0.1301419213
742	0.1300641534
743	0.1299746796
744	0.1299218228
745	0.1298621335
746	0.1297777606
747	0.1297227208
748	0.1296565249
749	0.1295915392
750	0.1295299748
751	0.1294682837
752	0.12940166
753	0.1293380592
754	0.1292789714
755	0.129194799
756	0.1291315416
757	0.1290700779
758	0.1290018041
759	0.128915657
760	0.1288578591
761	0.1287731093
762	0.1287022017
763	0.1286462377
764	0.128590894
765	0.1285269734
766	0.1284715949
767	0.1284072857
768	0.1283531826
769	0.1282991424
770	0.1282383292
771	0.1281774678
772	0.1281139076
773	0.1280326125
774	0.1279513631
775	0.1278761991
776	0.1278084891
777	0.1277294766
778	0.1276728551
779	0.1276239325
780	0.1275638866
781	0.1274858541
782	0.1274307073
783	0.1273631575
784	0.1273036979
785	0.1272488593
786	0.1271908011
787	0.1271082223
788	0.1270582567
789	0.1269884846
790	0.1269075586
791	0.126859478
792	0.1267873136
793	0.1267248538
794	0.1266681775
795	0.1266218071
796	0.1265696416
797	0.1265170727
798	0.1264697653
799	0.126408819
800	0.1263385848
801	0.1262769457
802	0.1262127063
803	0.1261535317
804	0.1260669933
805	0.1259877672
806	0.1259362677
807	0.1258831986
808	0.1258220451
809	0.1257634399
810	0.1256849663
811	0.1256054628
812	0.1255529323
813	0.125480799
814	0.1254183529
815	0.1253557386
816	0.1252962708
817	0.1252360685
818	0.1251583198
819	0.1250988557
820	0.1250320326
821	0.1249520711
822	0.1248818939
823	0.1248333491
824	0.1247749271
825	0.1247106255
826	0.1246417757
827	0.1245823981
828	0.1245303177
829	0.1244773717
830	0.1244407515
831	0.1243879524
832	0.1243368758
833	0.1242880261
834	0.1242294293
835	0.1241782427
836	0.1241197913
837	0.1240393329
838	0.1239747424
839	0.1238988955
840	0.1238354184
841	0.1237905322
842	0.1237449197
843	0.1236996046
844	0.1236322694
845	0.1235887715
846	0.1235500978
847	0.1235021372
848	0.1234344196
849	0.1233637727
850	0.1232951102
851	0.1232386429
852	0.1231894593
853	0.123134394
854	0.1230617748
855	0.1230069054
856	0.1229351553
857	0.1228684985
858	0.1228305195
859	0.1227857791
860	0.122727074
861	0.1226588743
862	0.122578669
863	0.1225284692
864	0.1224691866
865	0.1224047033
866	0.1223463462
867	0.1223056029
868	0.1222606686
869	0.1222015278
870	0.1221518839
871	0.1221120379
872	0.1220668876
873	0.1220249269
874	0.1219745466
875	0.1219277732
876	0.1218916933
877	0.1218390178
878	0.1217962993
879	0.1217460416
880	0.1217035188
881	0.1216508476
882	0.1216064876
883	0.1215684188
884	0.1215166374
885	0.1214744108
886	0.1214149038
887	0.1213699576
888	0.1213337909
889	0.1212740135
890	0.1212199538
891	0.1211719848
892	0.1211296812
893	0.1210886117
894	0.1210529994
895	0.1210032302
896	0.1209712277
897	0.1209178574
898	0.1208747382
899	0.120834583
900	0.1207922676
901	0.1207219227
902	0.1206792878
903	0.1206290782
904	0.120579331
905	0.1205290244
906	0.1204631257
907	0.1204123577
908	0.1203492604
909	0.120299374
910	0.1202423977
911	0.1202060916
912	0.1201606207
913	0.1201068548
914	0.1200549018
915	0.1200220743
916	0.1199790071
917	0.1199178905
918	0.1198566143
919	0.1198058659
920	0.1197682788
921	0.1197180725
922	0.1196773047
923	0.1196296436
924	0.1195742526
925	0.1195163155
926	0.119478626
927	0.1194348988
928	0.1193846091
929	0.1193298044
930	0.119267452
931	0.119229991
932	0.1191908818
933	0.1191572204
934	0.1191024225
935	0.1190683415
936	0.1190261117
937	0.1189938412
938	0.1189548934
939	0.1189266832
940	0.1188794213
941	0.1188155353
942	0.1187857838
943	0.1187252406
944	0.1186852313
945	0.1186401439
946	0.118586876
947	0.1185489575
948	0.1185131431
949	0.1184663912
950	0.1184175444
951	0.1183692636
952	0.1183025964
953	0.1182537658
954	0.1181854625
955	0.1181429991
956	0.1180997972
957	0.1180338779
958	0.1179907423
959	0.1179459876
960	0.1179082658
961	0.1178648418
962	0.1178163398
963	0.1177719223
964	0.1177305697
965	0.1176788551
966	0.1176363557
967	0.1175825262
968	0.1175518374
969	0.1174921364
970	0.1174411432
971	0.1173949303
972	0.1173478587
973	0.1173150965
974	0.1172665488
975	0.1172220343
976	0.1171814034
977	0.1171492303
978	0.1170974818
979	0.1170500228
980	0.1170057518
981	0.1169713014
982	0.1169318177
983	0.116898812
984	0.1168662795
985	0.1168303925
986	0.1167658963
987	0.1167276833
988	0.116692099
989	0.1166530416
990	0.1166170085
991	0.116576996
992	0.1165398696
993	0.1165052095
994	0.1164706253
995	0.1164327844
996	0.1163955087
997	0.1163643803
998	0.1163210138
999	0.1162746972
1000	0.1162405419
1001	0.1162019675
1002	0.1161584269
1003	0.1161282802
1004	0.116081163
1005	0.1160326109
1006	0.1160069723
1007	0.1159709047
1008	0.1159276785
1009	0.1158812361
1010	0.1158425576
1011	0.1157963417
1012	0.1157575
1013	0.1157180634
1014	0.115665132
1015	0.1156337536
1016	0.1155900247
1017	0.1155608458
1018	0.11552576
1019	0.1154938618
1020	0.1154510832
1021	0.1154166139
1022	0.1153717551
1023	0.1153379495
1024	0.1152955781
1025	0.1152614912
1026	0.115218864
1027	0.1151838501
1028	0.1151457598
1029	0.1151145479
1030	0.1150805353
1031	0.1150437623
1032	0.1149870846
1033	0.114950682
1034	0.1149068234
1035	0.1148731253
1036	0.1148444426
1037	0.1148061055
1038	0.1147606897
1039	0.1147264711
1040	0.1146973756
1041	0.1146499551
1042	0.1145936881
1043	0.1145484116
1044	0.114513146
1045	0.1144790905
1046	0.1144392942
1047	0.1143979638
1048	0.1143704215
1049	0.1143270556
1050	0.1143004641
1051	0.1142644906
1052	0.114226978
1053	0.1141854962
1054	0.1141623647
1055	0.1141223903
1056	0.1140808937
1057	0.1140569441
1058	0.1140228176
1059	0.1139825699
1060	0.1139408762
1061	0.1139102162
1062	0.1138714332
1063	0.1138496598
1064	0.1138221237
1065	0.1137768539
1066	0.1137336243
1067	0.1137026732
1068	0.1136518121
1069	0.11361385
1070	0.1135836448
1071	0.1135415044
1072	0.1135096393
1073	0.1134713878
1074	0.1134376012
1075	0.1134079153
1076	0.1133762654
1077	0.1133340781
1078	0.1133022028
1079	0.1132595805
1080	0.1132125097
1081	0.1131663609
1082	0.1131209771
1083	0.1130894005
1084	0.1130542001
1085	0.1130200391
1086	0.11300141
1087	0.1129695864
1088	0.112937644
1089	0.112899929
1090	0.1128595271
1091	0.1128235268
1092	0.1127920236
1093	0.1127543174
1094	0.1127122689
1095	0.1126853906
1096	0.1126563787
1097	0.1126195622
1098	0.1125903132
1099	0.1125603832
1100	0.1125280054
1101	0.112494343
1102	0.1124592944
1103	0.1124287905
1104	0.1123824586
1105	0.1123591726
1106	0.1123298288
1107	0.1122948597
1108	0.1122692164
1109	0.1122416655
1110	0.1122042062
1111	0.1121597202
1112	0.1121138444
1113	0.1120824916
1114	0.1120412964
1115	0.1120038509
1116	0.1119734666
1117	0.1119443194
1118	0.111899783
1119	0.1118695463
1120	0.1118339847
1121	0.1117969521
1122	0.1117663741
1123	0.1117173042
1124	0.1116682188
1125	0.1116402644
1126	0.1116041045
1127	0.1115766956
1128	0.111531147
1129	0.1114992132
1130	0.1114713746
1131	0.1114405115
1132	0.1114015573
1133	0.1113591342
1134	0.1113368911
1135	0.1113091235
1136	0.1112603373
1137	0.1112267138
1138	0.1111996425
1139	0.1111659193
1140	0.1111355692
1141	0.1111074336
1142	0.1110780561
1143	0.1110466368
1144	0.1110161847
1145	0.110988034
1146	0.1109697171
1147	0.1109404119
1148	0.1108943139
1149	0.1108725788
1150	0.1108481358
1151	0.1108107213
1152	0.1107819398
1153	0.1107552993
1154	0.1107203299
1155	0.110692021
1156	0.1106423608
1157	0.1106178973
1158	0.1105900337
1159	0.1105579066
1160	0.1105336437
1161	0.1105110802
1162	0.110481556
1163	0.1104424458
1164	0.1104068082
1165	0.1103668539
1166	0.110338203
1167	0.1103108614
1168	0.1102813338
1169	0.1102469549
1170	0.110224982
1171	0.1101983457
1172	0.1101706057
1173	0.1101406699
1174	0.1101171479
1175	0.1100796347
1176	0.1100453058
1177	0.1100216195
1178	0.1099991445
1179	0.1099697596
1180	0.1099207543
1181	0.1098836005
1182	0.1098539031
1183	0.1098302403
1184	0.1098032813
1185	0.1097802431
1186	0.1097480846
1187	0.1097159948
1188	0.1096820247
1189	0.1096542175
1190	0.1096317976
1191	0.1096065733
1192	0.109575475
1193	0.1095533166
1194	0.1095211954
1195	0.1094851475
1196	0.10944751
1197	0.1094188703
1198	0.1093887679
1199	0.1093648422
1200	0.1093310209
1201	0.1092936569
1202	0.1092592899
1203	0.1092295087
1204	0.1092054486
1205	0.1091780672
1206	0.1091408416
1207	0.109107193
1208	0.1090785287
1209	0.1090544211
1210	0.1090279899
1211	0.1089886197
1212	0.1089605905
1213	0.1089339018
1214	0.1089062608
1215	0.1088842429
1216	0.1088629271
1217	0.1088352229
1218	0.10879855
1219	0.108765388
1220	0.1087386625
1221	0.1087103192
1222	0.1086907479
1223	0.1086615817
1224	0.1086292321
1225	0.1086051066
1226	0.1085780253
1227	0.1085452699
1228	0.108523597
1229	0.1085061113
1230	0.1084695813
1231	0.1084461556
1232	0.1084216965
1233	0.108395514
1234	0.1083763931
1235	0.1083530968
1236	0.1083178818
1237	0.1082933808
1238	0.1082598836
1239	0.1082345609
1240	0.1082078634
1241	0.1081810552
1242	0.1081469306
1243	0.1081204177
1244	0.1080930377
1245	0.108068211
1246	0.1080374727
1247	0.1080157431
1248	0.1079911154
1249	0.1079714456
1250	0.1079464652
1251	0.1079219909
1252	0.1078762422
1253	0.1078589267
1254	0.1078329129
1255	0.1078067497
1256	0.1077791521
1257	0.1077550686
1258	0.1077207806
1259	0.1076923605
1260	0.1076662462
1261	0.1076410289
1262	0.1076145767
1263	0.1075710811
1264	0.1075431072
1265	0.107517977
1266	0.1074816471
1267	0.1074610208
1268	0.1074355013
1269	0.1074047335
1270	0.1073694193
1271	0.1073484503
1272	0.1073099074
1273	0.1072753337
1274	0.1072513261
1275	0.1072225118
1276	0.1071933936
1277	0.1071679482
1278	0.1071376265
1279	0.1071085774
1280	0.1070860466
1281	0.1070645886
1282	0.1070362978
1283	0.1069966114
1284	0.1069683052
1285	0.1069416125
1286	0.106912075
1287	0.1068817924
1288	0.1068590982
1289	0.1068308956
1290	0.1068066963
1291	0.1067797391
1292	0.1067552637
1293	0.106719623
1294	0.1066994055
1295	0.1066766288
1296	0.1066482685
1297	0.1066245736
1298	0.1065907036
1299	0.1065656019
1300	0.1065421484
1301	0.1065186302
1302	0.1064901931
1303	0.1064673933
1304	0.1064411993
1305	0.1064201808
1306	0.106392626
1307	0.1063668667
1308	0.1063408528
1309	0.106303366
1310	0.106278751
1311	0.1062490072
1312	0.106228652
1313	0.106206431
1314	0.1061813436
1315	0.1061597736
1316	0.1061304248
1317	0.1060964447
1318	0.1060708911
1319	0.1060443939
1320	0.1060222978
1321	0.1059964774
1322	0.1059710186
1323	0.1059456607
1324	0.1059257106
1325	0.105900802
1326	0.105878652
1327	0.1058403121
1328	0.1058176565
1329	0.1057856771
1330	0.1057674922
1331	0.105733037
1332	0.1057092047
1333	0.1056859053
1334	0.1056630331
1335	0.105641743
1336	0.1056011008
1337	0.1055645963
1338	0.1055339541
1339	0.1055079775
1340	0.1054815382
1341	0.105456936
1342	0.1054367847
1343	0.1054160324
1344	0.105391005
1345	0.1053702893
1346	0.1053462708
1347	0.1053214229
1348	0.1053031545
1349	0.1052786434
1350	0.1052484814
1351	0.1052257592
1352	0.1052039267
1353	0.1051771741
1354	0.1051476365
1355	0.1051198234
1356	0.1051031278
1357	0.1050834808
1358	0.1050579288
1359	0.1050307683
1360	0.105008662
1361	0.1049828226
1362	0.1049526544
1363	0.1049297468
1364	0.1049118402
1365	0.1048867336
1366	0.1048673486
1367	0.1048386557
1368	0.1048222966
1369	0.1047997196
1370	0.1047751188
1371	0.1047556269
1372	0.1047338682
1373	0.1047103851
1374	0.1046756534
1375	0.104651427
1376	0.1046230109
1377	0.1045968602
1378	0.1045634377
1379	0.1045399969
1380	0.1045055788
1381	0.1044842514
1382	0.1044593454
1383	0.1044337277
1384	0.1044084653
1385	0.1043839722
1386	0.1043547057
1387	0.1043314117
1388	0.1043101789
1389	0.1042772483
1390	0.1042541003
1391	0.1042314448
1392	0.1042063385
1393	0.1041864957
1394	0.1041628258
1395	0.1041302085
1396	0.1041043707
1397	0.1040775927
1398	0.104055957
1399	0.1040274366
1400	0.1040031576
1401	0.1039699817
1402	0.1039499309
1403	0.1039197498
1404	0.103893429
1405	0.1038712404
1406	0.1038464213
1407	0.1038198947
1408	0.103797584
1409	0.1037695617
1410	0.103746256
1411	0.1037172466
1412	0.103697313
1413	0.1036748992
1414	0.1036468148
1415	0.1036250716
1416	0.103603207
1417	0.103579234
1418	0.1035540593
1419	0.1035317703
1420	0.1035093244
1421	0.1034873337
1422	0.1034627477
1423	0.1034352732
1424	0.1034130068
1425	0.1033895445
1426	0.1033580137
1427	0.1033371904
1428	0.1033097124
1429	0.1032752244
1430	0.1032614343
1431	0.103235218
1432	0.103214816
1433	0.1031957123
1434	0.1031729801
1435	0.1031526291
1436	0.1031224203
1437	0.1030835282
1438	0.1030610597
1439	0.1030378683
1440	0.1030184511
1441	0.1029979839
1442	0.1029764156
1443	0.1029534541
1444	0.1029393356
1445	0.1029175858
1446	0.1028985736
1447	0.1028785055
1448	0.1028562502
1449	0.1028345542
1450	0.1028193607
1451	0.1027945504
1452	0.1027704825
1453	0.1027448186
1454	0.1027271781
1455	0.1026965593
1456	0.1026685052
1457	0.1026390408
1458	0.1026048217
1459	0.1025868549
1460	0.102561372
1461	0.1025365934
1462	0.102512667
1463	0.1024868613
1464	0.1024675746
1465	0.1024422257
1466	0.1024321767
1467	0.1024067507
1468	0.1023774446
1469	0.1023590434
1470	0.1023294589
1471	0.1023088887
1472	0.1022783649
1473	0.1022576713
1474	0.10223267
1475	0.1022091404
1476	0.1021850819
1477	0.102164421
1478	0.1021427968
1479	0.1021198182
1480	0.1020858213
1481	0.1020514408
1482	0.1020329312
1483	0.1020081908
1484	0.1019910354
1485	0.1019766668
1486	0.1019567391
1487	0.1019301589
1488	0.1019119042
1489	0.1018924933
1490	0.1018745914
1491	0.101850442
1492	0.1018221596
1493	0.1018050441
1494	0.1017815515
1495	0.1017557952
1496	0.1017251977
1497	0.1017071312
1498	0.1016835214
1499	0.1016678962
1500	0.1016429412
1501	0.1016210131
1502	0.1016040766
1503	0.1015821973
1504	0.1015583598
1505	0.1015384765
1506	0.1015189276
1507	0.1014909923
1508	0.1014673795
1509	0.101446425
1510	0.1014210486
1511	0.1014033599
1512	0.1013784742
1513	0.1013560141
